1.1397,0.022832
1.1491,0.02354
1.1585,0.024263
1.1679,0.025002
1.1774,0.025755
1.1868,0.026524
1.1962,0.027309
1.2056,0.028109
1.215,0.028926
1.2244,0.029758
1.2339,0.030606
1.2433,0.03147
1.2527,0.032351
1.2621,0.033249
1.2715,0.034163
1.281,0.035093
1.2904,0.036041
1.2998,0.037006
1.3092,0.037987
1.3186,0.038986
1.3281,0.040003
1.3375,0.041037
1.3469,0.042088
1.3563,0.043157
1.3657,0.044244
1.3752,0.045349
1.3846,0.046471
1.394,0.047612
1.4034,0.048771
1.4128,0.049948
1.4222,0.051144
1.4317,0.052358
1.4411,0.053591
1.4505,0.054842
1.4599,0.056112
1.4693,0.0574
1.4788,0.058708
1.4882,0.060035
1.4976,0.06138
1.507,0.062745
1.5164,0.064128
1.5259,0.065531
1.5353,0.066953
1.5447,0.068395
1.5541,0.069855
1.5635,0.071335
1.5729,0.072835
1.5824,0.074354
1.5918,0.075893
1.6012,0.077451
1.6106,0.079029
1.62,0.080626
1.6295,0.082243
1.6389,0.08388
1.6483,0.085536
1.6577,0.087213
1.6671,0.088909
1.6766,0.090624
1.686,0.09236
1.6954,0.094115
1.7048,0.09589
1.7142,0.097685
1.7236,0.099499
1.7331,0.10133
1.7425,0.10319
1.7519,0.10506
1.7613,0.10696
1.7707,0.10887
1.7802,0.1108
1.7896,0.11275
1.799,0.11473
1.8084,0.11672
1.8178,0.11873
1.8273,0.12076
1.8367,0.12281
1.8461,0.12488
1.8555,0.12697
1.8649,0.12908
1.8743,0.13121
1.8838,0.13336
1.8932,0.13552
1.9026,0.13771
1.912,0.13991
1.9214,0.14214
1.9309,0.14438
1.9403,0.14664
1.9497,0.14892
1.9591,0.15122
1.9685,0.15354
1.978,0.15588
1.9874,0.15823
1.9968,0.16061
2.0062,0.163
2.0156,0.16541
2.0251,0.16783
2.0345,0.17028
2.0439,0.17274
2.0533,0.17523
2.0627,0.17773
2.0721,0.18024
2.0816,0.18278
2.091,0.18533
2.1004,0.1879
2.1098,0.19048
2.1192,0.19309
2.1287,0.19571
2.1381,0.19834
2.1475,0.201
2.1569,0.20366
2.1663,0.20635
2.1758,0.20905
2.1852,0.21177
2.1946,0.2145
2.204,0.21725
2.2134,0.22002
2.2228,0.2228
2.2323,0.2256
2.2417,0.22841
2.2511,0.23123
2.2605,0.23407
2.2699,0.23693
2.2794,0.2398
2.2888,0.24268
2.2982,0.24558
2.3076,0.24849
2.317,0.25142
2.3265,0.25436
2.3359,0.25731
2.3453,0.26028
2.3547,0.26326
2.3641,0.26625
2.3735,0.26926
2.383,0.27227
2.3924,0.2753
2.4018,0.27835
2.4112,0.2814
2.4206,0.28447
2.4301,0.28755
2.4395,0.29063
2.4489,0.29374
2.4583,0.29685
2.4677,0.29997
2.4772,0.3031
2.4866,0.30625
2.496,0.3094
2.5054,0.31256
2.5148,0.31574
2.5242,0.31892
2.5337,0.32212
2.5431,0.32532
2.5525,0.32853
2.5619,0.33175
2.5713,0.33498
2.5808,0.33822
2.5902,0.34146
2.5996,0.34472
2.609,0.34798
2.6184,0.35125
2.6279,0.35452
2.6373,0.35781
2.6467,0.3611
2.6561,0.3644
2.6655,0.3677
2.6749,0.37101
2.6844,0.37433
2.6938,0.37766
2.7032,0.38098
2.7126,0.38432
2.722,0.38766
2.7315,0.39101
2.7409,0.39436
2.7503,0.39771
2.7597,0.40107
2.7691,0.40443
2.7786,0.4078
2.788,0.41118
2.7974,0.41455
2.8068,0.41793
2.8162,0.42132
2.8257,0.4247
2.8351,0.42809
2.8445,0.43148
2.8539,0.43488
2.8633,0.43827
2.8727,0.44167
2.8822,0.44508
2.8916,0.44848
2.901,0.45188
2.9104,0.45529
2.9198,0.4587
2.9293,0.4621
2.9387,0.46551
2.9481,0.46892
2.9575,0.47233
2.9669,0.47575
2.9764,0.47916
2.9858,0.48257
2.9952,0.48598
3.0046,0.48939
3.014,0.4928
3.0234,0.49621
3.0329,0.49961
3.0423,0.50302
3.0517,0.50643
3.0611,0.50983
3.0705,0.51323
3.08,0.51663
3.0894,0.52003
3.0988,0.52343
3.1082,0.52682
3.1176,0.53021
3.1271,0.5336
3.1365,0.53699
3.1459,0.54037
3.1553,0.54375
3.1647,0.54713
3.1741,0.55051
3.1836,0.55388
3.193,0.55724
3.2024,0.56061
3.2118,0.56397
3.2212,0.56732
3.2307,0.57067
3.2401,0.57402
3.2495,0.57736
3.2589,0.5807
3.2683,0.58404
3.2778,0.58736
3.2872,0.59069
3.2966,0.59401
3.306,0.59732
3.3154,0.60063
3.3248,0.60393
3.3343,0.60723
3.3437,0.61052
3.3531,0.61381
3.3625,0.61709
3.3719,0.62037
3.3814,0.62364
3.3908,0.6269
3.4002,0.63016
3.4096,0.63341
3.419,0.63665
3.4285,0.63989
3.4379,0.64312
3.4473,0.64635
3.4567,0.64957
3.4661,0.65278
3.4756,0.65598
3.485,0.65918
3.4944,0.66238
3.5038,0.66556
3.5132,0.66874
3.5226,0.67191
3.5321,0.67508
3.5415,0.67823
3.5509,0.68138
3.5603,0.68453
3.5697,0.68766
3.5792,0.69079
3.5886,0.69391
3.598,0.69703
3.6074,0.70013
3.6168,0.70323
3.6263,0.70633
3.6357,0.70941
3.6451,0.71249
3.6545,0.71556
3.6639,0.71862
3.6733,0.72167
3.6828,0.72472
3.6922,0.72776
3.7016,0.73079
3.711,0.73382
3.7204,0.73684
3.7299,0.73985
3.7393,0.74285
3.7487,0.74585
3.7581,0.74883
3.7675,0.75181
3.777,0.75479
3.7864,0.75775
3.7958,0.76071
3.8052,0.76366
3.8146,0.76661
3.824,0.76954
3.8335,0.77247
3.8429,0.7754
3.8523,0.77831
3.8617,0.78122
3.8711,0.78412
3.8806,0.78701
3.89,0.7899
3.8994,0.79278
3.9088,0.79565
3.9182,0.79852
3.9277,0.80138
3.9371,0.80423
3.9465,0.80708
3.9559,0.80992
3.9653,0.81275
3.9747,0.81558
3.9842,0.8184
3.9936,0.82121
4.003,0.82402
4.0124,0.82682
4.0218,0.82962
4.0313,0.8324
4.0407,0.83519
4.0501,0.83796
4.0595,0.84074
4.0689,0.8435
4.0784,0.84626
4.0878,0.84902
4.0972,0.85177
4.1066,0.85451
4.116,0.85725
4.1255,0.85998
4.1349,0.86271
4.1443,0.86543
4.1537,0.86815
4.1631,0.87086
4.1725,0.87357
4.182,0.87628
4.1914,0.87897
4.2008,0.88167
4.2102,0.88436
4.2196,0.88705
4.2291,0.88973
4.2385,0.89241
4.2479,0.89508
4.2573,0.89775
4.2667,0.90042
4.2762,0.90308
4.2856,0.90574
4.295,0.9084
4.3044,0.91105
4.3138,0.9137
4.3232,0.91635
4.3327,0.91899
4.3421,0.92163
4.3515,0.92427
4.3609,0.92691
4.3703,0.92954
4.3798,0.93217
4.3892,0.9348
4.3986,0.93743
4.408,0.94005
4.4174,0.94268
4.4269,0.9453
4.4363,0.94792
4.4457,0.95054
4.4551,0.95315
4.4645,0.95577
4.4739,0.95838
4.4834,0.961
4.4928,0.96361
4.5022,0.96622
4.5116,0.96883
4.521,0.97144
4.5305,0.97405
4.5399,0.97666
4.5493,0.97927
4.5587,0.98188
4.5681,0.98449
4.5776,0.9871
4.587,0.98971
4.5964,0.99232
4.6058,0.99493
4.6152,0.99754
4.6246,1.0001
4.6341,1.0028
4.6435,1.0054
4.6529,1.008
4.6623,1.0106
4.6717,1.0132
4.6812,1.0158
4.6906,1.0185
4.7,1.0211
